epoch,jaccard_distance,loss,lr,val_jaccard_distance,val_loss
0,0.06985001266002655,0.06985005736351013,1e-04,0.03464171290397644,0.034641701728105545
1,0.0229534599930048,0.022953469306230545,1e-04,0.01589639112353325,0.0158963892608881
