epoch,jaccard_distance,loss,lr,val_jaccard_distance,val_loss
0,0.09298408031463623,0.09298398345708847,1e-04,0.10571169853210449,0.10571173578500748
0,0.03143239766359329,0.03143242746591568,1e-04,0.04781303182244301,0.047813061624765396
