epoch,jaccard_distance,loss,lr,val_jaccard_distance,val_loss
0,0.01734418049454689,0.01734417863190174,1e-06,0.028545120730996132,0.028545118868350983
1,0.017270438373088837,0.017270440235733986,1e-06,0.028547104448080063,0.028547106310725212
2,0.01721400022506714,0.01721400022506714,1e-06,0.028645168989896774,0.028645165264606476
